name,registry_id,hq,extra
Acom Consumer Finance Corporation,CS201724897,Philippines,1. ACOM – Fast Cash Loan. Simple.
Advance Tech Lending Inc.,CS201819635,Philippines,2. https://advance.ph/
"AETHERIUM LENDING, INC. doing business under the name of BilisCash, PesoKey, SurePeso (formerly Codeblock Lending Inc.)",CS201913681,Philippines,3. BilisCash4. PesoKey5. SurePeso
Asialink Finance Corporation,A199711768,Philippines,6. Asialink Mobile CRM App
Asiasource Financial Inc,CS201412567,Philippines,7. FINN
Asteria Lending Inc. Inc. Doing Business under the name and style of Cashbazaar,CS201603853,Philippines,8. https://www.asteria.com.ph/
AstraFund Lending Corp. Doing Business under the names and styles of Surelo and Cashinin (formerly: FLASH CASH 101 LENDING CORP. Doing business under FLASH CASH LENDING),CS201915317,Philippines,9. Surelo10. Cashini
Biyaya Lending Corporation Doing Business Under the Name and Style of LoanStream and LendWise (Formerly Armorak Lending Inc),CS201908271,Philippines,11. LoanStream12. LendWise
Bukas Finance Corp,CS201901691,Philippines,13. https://bukas.ph
Cash Mart Asia Lending Inc.,CS201610084,Philippines,14. Cashmart.ph (website)
Cashbee Lending Services Inc.,CS201912321,Philippines,15. Cashbee.ph
CASH-EXPRESS PHILIPPINES FINANCING INC. UNDER THE BUSINESS STYLE AND NAME OF CASH-EXPRESS (Formerly Cashxpress South East Asia Lending Inc),CS201951088,Philippines,16. https://cashxpress.ph/
Cashmum Lending Investors Corp.,CS202102336,Philippines,17. Cashmum
Ceimmarj Financing Incorporated,CS200308112,Philippines,18. Mega Peso (formerly cfiph.com)
Cepat Kredit Financing Inc.,CS201909976,Philippines,19. www.cepatkreditfinancing.com
Copperstone Lending Inc.,2021050012959-04,Philippines,20. Pococash21. Peso Buffet22. Load Cash23. Moca Moca24. Quickla
Corpfund Lending Investor Corporation,DS93000045,Philippines,"(Corpfund Facebook account, used for marketing purposes only)"
Crawfort Micro Lending Technologies Philippines Inc.,CS201906864,Philippines,"25. crawfort.com.ph (FB page, used for marketing purposes only)"
Df Credit Lending Corporation,CS202002430,Philippines,26. Funpera
Discovery Credit Solutions Corp.,CS202000839,Philippines,27. https://discoverycsc.com/
"Dolphin Lending Investor, Inc.",CS201911897,Philippines,28. PesoGO29. Microloan
Easycash Lending Company Inc.,CS201001882,Philippines,30. Easycash
Educ4All Lending Inc,CS201629776,Philippines,31. www.invested.ph
E-Generation Lending Corporation Operating Under The Name Of Pesopay Lending;Cash-Here Lending;Snappy Cash Lending;Mywallet Lending;Mr. Cash Lending;Pesobox Lending;Loanup Lending;,2021070020530-12,Philippines,32. Mr. Cash
Elending Lending Inc,CS201912383,Philippines,33. Pocketcash
Empire Peak Lending Investors Inc,CS201919994,Philippines,34. Pondocash35. Peranyo
Esquire Financing Inc.,CS201102284,Philippines,"36. esquire.ph37. esquire.com.ph (facebook, instagram, twitter and linkedin are used for marketing purposes only)"
“ETOMO FINANCING CORPORATION (Formerly And Financing Corporation)”,CS201840930,Philippines,38. Etomo (formerly Lendpinoy)
Fast Coin Lending Corp,CS20190000277,Philippines,39. Coco Peso40. Cashguard41. Cashcow
Fidoph Lending Corporation,CS201825101,Philippines,42. Fido Philippines43. www.Fido.ph
Finance Technologies Inc. Doing Business Under The Name Of Pitacash,CS201902369,Philippines,44. Pitacash
FINGERTIP FINANCE CORP. doing business under the name and style of Big Loan (Formerly: FINGERTIP LENDING CORP. doing business under the name and style of Big Loan),2020070001053-00,Philippines,45. Big Loan
First Circle Growth Finance Corp,CS201605477,Philippines,46. www.my.firstcircle.ph47. www.firstcircle.ph
First Digital Finance Corporation,CS201516347,Philippines,48. Balikbayad49. Billease50. FDFC
"FlexiPeso Lending Inc. doing business under the name/s and style/s of QuickPuhunan, CashSagip, LendWais, LuckyPera, WorthyFund and CashTugon",2024010133434-09,Philippines,51. CashSagip52. LendWais53. QuickPuhunan
FT Lending Master Philippines Corp,CS201910863,Philippines,54. FT Lending
"Fuse Financing, Inc. (Formerly Fuse Lending Inc)",CS201617622,Philippines,55. Fuse
